seq,date,time_hms,proc,summary,source_file,file_idx,start_time,day_folder,has_light
1,2025-09-08,12:37:24,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #3,raw_data/Alisson_08_sept/IVg2025-09-08_3.csv,3,1757345844.8101747,Alisson_08_sept,false
2,2025-09-08,12:38:23,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #4,raw_data/Alisson_08_sept/IVg2025-09-08_4.csv,4,1757345903.1788788,Alisson_08_sept,false
3,2025-09-15,11:38:10,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #1,raw_data/Alisson_15_sept/IVg2025-09-15_1.csv,1,1757947090.3839564,Alisson_15_sept,false
4,2025-09-15,11:38:10,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #1,raw_data/Alisson_15_sept/IVg2025-09-15_1.csv,1,1757947090.3839564,Alisson_15_sept_test,false
5,2025-09-15,11:39:13,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #2,raw_data/Alisson_15_sept/IVg2025-09-15_2.csv,2,1757947153.8131576,Alisson_15_sept,false
6,2025-09-15,11:39:13,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #2,raw_data/Alisson_15_sept/IVg2025-09-15_2.csv,2,1757947153.8131576,Alisson_15_sept_test,false
7,2025-09-15,11:40:21,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #3,raw_data/Alisson_15_sept/IVg2025-09-15_3.csv,3,1757947221.1129608,Alisson_15_sept,false
8,2025-09-15,11:40:21,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #3,raw_data/Alisson_15_sept/IVg2025-09-15_3.csv,3,1757947221.1129608,Alisson_15_sept_test,false
9,2025-09-15,12:20:05,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #4,raw_data/Alisson_15_sept/IVg2025-09-15_4.csv,4,1757949605.8868084,Alisson_15_sept,false
10,2025-09-15,12:20:05,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #4,raw_data/Alisson_15_sept/IVg2025-09-15_4.csv,4,1757949605.8868084,Alisson_15_sept_test,false
11,2025-09-15,12:34:15,It,ðŸ’¡ It  Alisson68  VG=-5.04 V  VDS=0.1 V  VL=1.93 V  Î»=850.0 nm  period=120.0 s  #1,raw_data/Alisson_15_sept/It2025-09-15_1.csv,1,1757950455.4362183,Alisson_15_sept,true
12,2025-09-15,12:34:15,It,ðŸ’¡ It  Alisson68  VG=-5.04 V  VDS=0.1 V  VL=1.93 V  Î»=850.0 nm  period=120.0 s  #1,raw_data/Alisson_15_sept/It2025-09-15_1.csv,1,1757950455.4362183,Alisson_15_sept_test,true
13,2025-09-15,13:13:21,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #5,raw_data/Alisson_15_sept/IVg2025-09-15_5.csv,5,1757952801.6121247,Alisson_15_sept,false
14,2025-09-15,13:13:21,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #5,raw_data/Alisson_15_sept/IVg2025-09-15_5.csv,5,1757952801.6121247,Alisson_15_sept_test,false
15,2025-09-15,13:34:18,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #6,raw_data/Alisson_15_sept/IVg2025-09-15_6.csv,6,1757954058.594838,Alisson_15_sept,false
16,2025-09-15,13:34:18,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #6,raw_data/Alisson_15_sept/IVg2025-09-15_6.csv,6,1757954058.594838,Alisson_15_sept_test,false
17,2025-09-15,13:37:13,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #7,raw_data/Alisson_15_sept/IVg2025-09-15_7.csv,7,1757954233.8515642,Alisson_15_sept,false
18,2025-09-15,13:37:13,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #7,raw_data/Alisson_15_sept/IVg2025-09-15_7.csv,7,1757954233.8515642,Alisson_15_sept_test,false
19,2025-09-15,13:38:44,It,ðŸ’¡ It  Alisson68  VG=-4.81 V  VDS=0.1 V  VL=2.86 V  Î»=680.0 nm  period=120.0 s  #2,raw_data/Alisson_15_sept/It2025-09-15_2.csv,2,1757954324.3573768,Alisson_15_sept,true
20,2025-09-15,13:38:44,It,ðŸ’¡ It  Alisson68  VG=-4.81 V  VDS=0.1 V  VL=2.86 V  Î»=680.0 nm  period=120.0 s  #2,raw_data/Alisson_15_sept/It2025-09-15_2.csv,2,1757954324.3573768,Alisson_15_sept_test,true
21,2025-09-15,13:43:03,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #8,raw_data/Alisson_15_sept/IVg2025-09-15_8.csv,8,1757954583.3371472,Alisson_15_sept,false
22,2025-09-15,13:43:03,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #8,raw_data/Alisson_15_sept/IVg2025-09-15_8.csv,8,1757954583.3371472,Alisson_15_sept_test,false
23,2025-09-15,13:51:34,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #9,raw_data/Alisson_15_sept/IVg2025-09-15_9.csv,9,1757955094.9742436,Alisson_15_sept,false
24,2025-09-15,13:51:34,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #9,raw_data/Alisson_15_sept/IVg2025-09-15_9.csv,9,1757955094.9742436,Alisson_15_sept_test,false
25,2025-09-15,13:55:00,It,ðŸ’¡ It  Alisson68  VG=-4.7 V  VDS=0.1 V  VL=1.39 V  Î»=625.0 nm  period=120.0 s  #3,raw_data/Alisson_15_sept/It2025-09-15_3.csv,3,1757955300.2463036,Alisson_15_sept,true
26,2025-09-15,13:55:00,It,ðŸ’¡ It  Alisson68  VG=-4.7 V  VDS=0.1 V  VL=1.39 V  Î»=625.0 nm  period=120.0 s  #3,raw_data/Alisson_15_sept/It2025-09-15_3.csv,3,1757955300.2463036,Alisson_15_sept_test,true
27,2025-09-15,13:58:12,It,ðŸ’¡ It  Alisson68  VG=-4.7 V  VDS=0.1 V  VL=1.39 V  Î»=625.0 nm  period=120.0 s  #4,raw_data/Alisson_15_sept/It2025-09-15_4.csv,4,1757955492.854784,Alisson_15_sept,true
28,2025-09-15,13:58:12,It,ðŸ’¡ It  Alisson68  VG=-4.7 V  VDS=0.1 V  VL=1.39 V  Î»=625.0 nm  period=120.0 s  #4,raw_data/Alisson_15_sept/It2025-09-15_4.csv,4,1757955492.854784,Alisson_15_sept_test,true
29,2025-09-15,14:01:36,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #10,raw_data/Alisson_15_sept/IVg2025-09-15_10.csv,10,1757955696.969313,Alisson_15_sept,false
30,2025-09-15,14:01:36,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #10,raw_data/Alisson_15_sept/IVg2025-09-15_10.csv,10,1757955696.969313,Alisson_15_sept_test,false
31,2025-09-15,14:10:50,It,ðŸ’¡ It  Alisson68  VG=-4.41 V  VDS=0.1 V  VL=3.76 V  Î»=590.0 nm  period=120.0 s  #5,raw_data/Alisson_15_sept/It2025-09-15_5.csv,5,1757956250.487168,Alisson_15_sept,true
32,2025-09-15,14:10:50,It,ðŸ’¡ It  Alisson68  VG=-4.41 V  VDS=0.1 V  VL=3.76 V  Î»=590.0 nm  period=120.0 s  #5,raw_data/Alisson_15_sept/It2025-09-15_5.csv,5,1757956250.487168,Alisson_15_sept_test,true
33,2025-09-15,14:14:41,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #11,raw_data/Alisson_15_sept/IVg2025-09-15_11.csv,11,1757956481.476865,Alisson_15_sept,false
34,2025-09-15,14:14:41,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #11,raw_data/Alisson_15_sept/IVg2025-09-15_11.csv,11,1757956481.476865,Alisson_15_sept_test,false
35,2025-09-15,14:21:45,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #12,raw_data/Alisson_15_sept/IVg2025-09-15_12.csv,12,1757956905.998305,Alisson_15_sept,false
36,2025-09-15,14:21:45,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #12,raw_data/Alisson_15_sept/IVg2025-09-15_12.csv,12,1757956905.998305,Alisson_15_sept_test,false
37,2025-09-15,14:23:45,It,ðŸ’¡ It  Alisson68  VG=-5.7 V  VDS=0.1 V  VL=1.53 V  Î»=565.0 nm  period=120.0 s  #6,raw_data/Alisson_15_sept/It2025-09-15_6.csv,6,1757957025.8528507,Alisson_15_sept,true
38,2025-09-15,14:23:45,It,ðŸ’¡ It  Alisson68  VG=-5.7 V  VDS=0.1 V  VL=1.53 V  Î»=565.0 nm  period=120.0 s  #6,raw_data/Alisson_15_sept/It2025-09-15_6.csv,6,1757957025.8528507,Alisson_15_sept_test,true
39,2025-09-15,14:26:58,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #13,raw_data/Alisson_15_sept/IVg2025-09-15_13.csv,13,1757957218.0216484,Alisson_15_sept,false
40,2025-09-15,14:26:58,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #13,raw_data/Alisson_15_sept/IVg2025-09-15_13.csv,13,1757957218.0216484,Alisson_15_sept_test,false
41,2025-09-15,14:29:29,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #14,raw_data/Alisson_15_sept/IVg2025-09-15_14.csv,14,1757957369.3596709,Alisson_15_sept,false
42,2025-09-15,14:29:29,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #14,raw_data/Alisson_15_sept/IVg2025-09-15_14.csv,14,1757957369.3596709,Alisson_15_sept_test,false
43,2025-09-15,14:39:31,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #15,raw_data/Alisson_15_sept/IVg2025-09-15_15.csv,15,1757957971.1545193,Alisson_15_sept,false
44,2025-09-15,14:39:31,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #15,raw_data/Alisson_15_sept/IVg2025-09-15_15.csv,15,1757957971.1545193,Alisson_15_sept_test,false
45,2025-09-15,14:42:16,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #16,raw_data/Alisson_15_sept/IVg2025-09-15_16.csv,16,1757958136.2084782,Alisson_15_sept,false
46,2025-09-15,14:42:16,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #16,raw_data/Alisson_15_sept/IVg2025-09-15_16.csv,16,1757958136.2084782,Alisson_15_sept_test,false
47,2025-09-15,14:43:21,It,ðŸ’¡ It  Alisson68  VG=-5.77 V  VDS=0.1 V  VL=1.18 V  Î»=505.0 nm  period=120.0 s  #7,raw_data/Alisson_15_sept/It2025-09-15_7.csv,7,1757958201.047669,Alisson_15_sept,true
48,2025-09-15,14:43:21,It,ðŸ’¡ It  Alisson68  VG=-5.77 V  VDS=0.1 V  VL=1.18 V  Î»=505.0 nm  period=120.0 s  #7,raw_data/Alisson_15_sept/It2025-09-15_7.csv,7,1757958201.047669,Alisson_15_sept_test,true
49,2025-09-15,14:47:16,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #17,raw_data/Alisson_15_sept/IVg2025-09-15_17.csv,17,1757958436.745772,Alisson_15_sept,false
50,2025-09-15,14:47:16,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #17,raw_data/Alisson_15_sept/IVg2025-09-15_17.csv,17,1757958436.745772,Alisson_15_sept_test,false
51,2025-09-15,14:55:15,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #18,raw_data/Alisson_15_sept/IVg2025-09-15_18.csv,18,1757958915.3701465,Alisson_15_sept,false
52,2025-09-15,14:55:15,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #18,raw_data/Alisson_15_sept/IVg2025-09-15_18.csv,18,1757958915.3701465,Alisson_15_sept_test,false
53,2025-09-15,14:56:31,It,ðŸ’¡ It  Alisson68  VG=-4.85 V  VDS=0.1 V  VL=1.29 V  Î»=455.0 nm  period=120.0 s  #8,raw_data/Alisson_15_sept/It2025-09-15_8.csv,8,1757958991.0223148,Alisson_15_sept,true
54,2025-09-15,14:56:31,It,ðŸ’¡ It  Alisson68  VG=-4.85 V  VDS=0.1 V  VL=1.29 V  Î»=455.0 nm  period=120.0 s  #8,raw_data/Alisson_15_sept/It2025-09-15_8.csv,8,1757958991.0223148,Alisson_15_sept_test,true
55,2025-09-15,15:06:18,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #19,raw_data/Alisson_15_sept/IVg2025-09-15_19.csv,19,1757959578.2541063,Alisson_15_sept,false
56,2025-09-15,15:06:18,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #19,raw_data/Alisson_15_sept/IVg2025-09-15_19.csv,19,1757959578.2541063,Alisson_15_sept_test,false
57,2025-09-15,15:08:39,It,ðŸ’¡ It  Alisson68  VG=-4.02 V  VDS=0.1 V  VL=2.92 V  Î»=405.0 nm  period=120.0 s  #9,raw_data/Alisson_15_sept/It2025-09-15_9.csv,9,1757959719.9738104,Alisson_15_sept,true
58,2025-09-15,15:08:39,It,ðŸ’¡ It  Alisson68  VG=-4.02 V  VDS=0.1 V  VL=2.92 V  Î»=405.0 nm  period=120.0 s  #9,raw_data/Alisson_15_sept/It2025-09-15_9.csv,9,1757959719.9738104,Alisson_15_sept_test,true
59,2025-09-15,15:18:46,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #20,raw_data/Alisson_15_sept/IVg2025-09-15_20.csv,20,1757960326.9357219,Alisson_15_sept,false
60,2025-09-15,15:18:46,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #20,raw_data/Alisson_15_sept/IVg2025-09-15_20.csv,20,1757960326.9357219,Alisson_15_sept_test,false
61,2025-09-15,15:20:08,It,ðŸ’¡ It  Alisson68  VG=-6.02 V  VDS=0.1 V  VL=2.21 V  Î»=385.0 nm  period=120.0 s  #10,raw_data/Alisson_15_sept/It2025-09-15_10.csv,10,1757960408.6895308,Alisson_15_sept,true
62,2025-09-15,15:20:08,It,ðŸ’¡ It  Alisson68  VG=-6.02 V  VDS=0.1 V  VL=2.21 V  Î»=385.0 nm  period=120.0 s  #10,raw_data/Alisson_15_sept/It2025-09-15_10.csv,10,1757960408.6895308,Alisson_15_sept_test,true
63,2025-09-15,15:24:26,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #21,raw_data/Alisson_15_sept/IVg2025-09-15_21.csv,21,1757960666.3245084,Alisson_15_sept,false
64,2025-09-15,15:24:26,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #21,raw_data/Alisson_15_sept/IVg2025-09-15_21.csv,21,1757960666.3245084,Alisson_15_sept_test,false
65,2025-09-15,15:25:40,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #22,raw_data/Alisson_15_sept/IVg2025-09-15_22.csv,22,1757960740.6311085,Alisson_15_sept,false
66,2025-09-15,15:25:40,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #22,raw_data/Alisson_15_sept/IVg2025-09-15_22.csv,22,1757960740.6311085,Alisson_15_sept_test,false
67,2025-09-15,15:33:51,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #23,raw_data/Alisson_15_sept/IVg2025-09-15_23.csv,23,1757961231.3276796,Alisson_15_sept,false
68,2025-09-15,15:33:51,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #23,raw_data/Alisson_15_sept/IVg2025-09-15_23.csv,23,1757961231.3276796,Alisson_15_sept_test,false
69,2025-09-15,15:35:24,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #24,raw_data/Alisson_15_sept/IVg2025-09-15_24.csv,24,1757961324.360304,Alisson_15_sept,false
70,2025-09-15,15:35:24,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #24,raw_data/Alisson_15_sept/IVg2025-09-15_24.csv,24,1757961324.360304,Alisson_15_sept_test,false
71,2025-09-15,15:37:36,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #25,raw_data/Alisson_15_sept/IVg2025-09-15_25.csv,25,1757961456.7296672,Alisson_15_sept,false
72,2025-09-15,15:37:36,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #25,raw_data/Alisson_15_sept/IVg2025-09-15_25.csv,25,1757961456.7296672,Alisson_15_sept_test,false
73,2025-09-15,15:40:00,It,ðŸ’¡ It  Alisson68  VG=-5.81 V  VDS=0.1 V  VL=3.52 V  Î»=365.0 nm  period=120.0 s  #11,raw_data/Alisson_15_sept/It2025-09-15_11.csv,11,1757961600.7136936,Alisson_15_sept,true
74,2025-09-15,15:40:00,It,ðŸ’¡ It  Alisson68  VG=-5.81 V  VDS=0.1 V  VL=3.52 V  Î»=365.0 nm  period=120.0 s  #11,raw_data/Alisson_15_sept/It2025-09-15_11.csv,11,1757961600.7136936,Alisson_15_sept_test,true
75,2025-09-15,15:43:28,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #26,raw_data/Alisson_15_sept/IVg2025-09-15_26.csv,26,1757961808.0605562,Alisson_15_sept,false
76,2025-09-15,15:43:28,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #26,raw_data/Alisson_15_sept/IVg2025-09-15_26.csv,26,1757961808.0605562,Alisson_15_sept_test,false
77,2025-09-15,15:45:43,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #27,raw_data/Alisson_15_sept/IVg2025-09-15_27.csv,27,1757961943.8743017,Alisson_15_sept,false
78,2025-09-15,15:45:43,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #27,raw_data/Alisson_15_sept/IVg2025-09-15_27.csv,27,1757961943.8743017,Alisson_15_sept_test,false
79,2025-09-22,11:28:58,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #1,raw_data/Alisson_22_sept/IVg2025-09-22_1.csv,1,1758551338.2167318,Alisson_22_sept,false
80,2025-09-22,11:49:25,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #2,raw_data/Alisson_22_sept/IVg2025-09-22_2.csv,2,1758552565.5751812,Alisson_22_sept,false
81,2025-09-22,11:52:06,It,ðŸ’¡ It  Alisson68  VG=-5.46 V  VDS=0.1 V  VL=0.89 V  Î»=365.0 nm  period=240.0 s  #1,raw_data/Alisson_22_sept/It2025-09-22_1.csv,1,1758552726.3084004,Alisson_22_sept,true
82,2025-09-22,11:58:09,It,ðŸ’¡ It  Alisson68  VG=-5.46 V  VDS=0.1 V  VL=2.77 V  Î»=365.0 nm  period=240.0 s  #2,raw_data/Alisson_22_sept/It2025-09-22_2.csv,2,1758553089.590393,Alisson_22_sept,true
83,2025-09-22,12:04:09,It,ðŸ’¡ It  Alisson68  VG=-5.46 V  VDS=0.1 V  VL=4.76 V  Î»=365.0 nm  period=240.0 s  #3,raw_data/Alisson_22_sept/It2025-09-22_3.csv,3,1758553449.777962,Alisson_22_sept,true
84,2025-09-22,12:10:10,It,ðŸ’¡ It  Alisson68  VG=-5.46 V  VDS=0.1 V  VL=0.89 V  Î»=365.0 nm  period=240.0 s  #4,raw_data/Alisson_22_sept/It2025-09-22_4.csv,4,1758553810.0310464,Alisson_22_sept,true
85,2025-09-22,12:16:10,It,ðŸ’¡ It  Alisson68  VG=-5.46 V  VDS=0.1 V  VL=2.77 V  Î»=365.0 nm  period=240.0 s  #5,raw_data/Alisson_22_sept/It2025-09-22_5.csv,5,1758554170.2701118,Alisson_22_sept,true
86,2025-09-22,12:22:10,It,ðŸ’¡ It  Alisson68  VG=-5.46 V  VDS=0.1 V  VL=4.76 V  Î»=365.0 nm  period=240.0 s  #6,raw_data/Alisson_22_sept/It2025-09-22_6.csv,6,1758554530.500497,Alisson_22_sept,true
87,2025-09-22,12:39:29,It,ðŸ’¡ It  Alisson68  VG=-5.46 V  VDS=0.1 V  VL=0.89 V  Î»=365.0 nm  period=240.0 s  #7,raw_data/Alisson_22_sept/It2025-09-22_7.csv,7,1758555569.4987633,Alisson_22_sept,true
88,2025-09-22,12:48:47,It,ðŸ’¡ It  Alisson68  VG=-5.46 V  VDS=0.1 V  VL=2.77 V  Î»=365.0 nm  period=240.0 s  #8,raw_data/Alisson_22_sept/It2025-09-22_8.csv,8,1758556127.2902062,Alisson_22_sept,true
89,2025-09-22,12:54:47,It,ðŸ’¡ It  Alisson68  VG=-5.46 V  VDS=0.1 V  VL=4.76 V  Î»=365.0 nm  period=240.0 s  #9,raw_data/Alisson_22_sept/It2025-09-22_9.csv,9,1758556487.4922931,Alisson_22_sept,true
90,2025-09-22,13:01:20,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #3,raw_data/Alisson_22_sept/IVg2025-09-22_3.csv,3,1758556880.8840778,Alisson_22_sept,false
91,2025-09-22,13:02:21,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #4,raw_data/Alisson_22_sept/IVg2025-09-22_4.csv,4,1758556941.3051689,Alisson_22_sept,false
92,2025-09-22,13:03:21,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #5,raw_data/Alisson_22_sept/IVg2025-09-22_5.csv,5,1758557001.3293362,Alisson_22_sept,false
93,2025-09-22,13:04:21,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #6,raw_data/Alisson_22_sept/IVg2025-09-22_6.csv,6,1758557061.5903609,Alisson_22_sept,false
94,2025-09-22,13:05:21,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #7,raw_data/Alisson_22_sept/IVg2025-09-22_7.csv,7,1758557121.672283,Alisson_22_sept,false
95,2025-09-22,13:06:21,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #8,raw_data/Alisson_22_sept/IVg2025-09-22_8.csv,8,1758557181.939267,Alisson_22_sept,false
96,2025-09-22,13:29:51,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #9,raw_data/Alisson_22_sept/IVg2025-09-22_9.csv,9,1758558591.260614,Alisson_22_sept,false
97,2025-09-22,13:55:45,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #10,raw_data/Alisson_22_sept/IVg2025-09-22_10.csv,10,1758560145.1281865,Alisson_22_sept,false
98,2025-09-22,13:58:56,It,ðŸ’¡ It  Alisson68  VG=1.16 V  VDS=0.1 V  VL=0.89 V  Î»=365.0 nm  period=240.0 s  #10,raw_data/Alisson_22_sept/It2025-09-22_10.csv,10,1758560336.3277652,Alisson_22_sept,true
99,2025-09-22,14:04:57,It,ðŸ’¡ It  Alisson68  VG=1.16 V  VDS=0.1 V  VL=2.77 V  Î»=365.0 nm  period=240.0 s  #11,raw_data/Alisson_22_sept/It2025-09-22_11.csv,11,1758560697.1878006,Alisson_22_sept,true
100,2025-09-22,14:10:57,It,ðŸ’¡ It  Alisson68  VG=1.16 V  VDS=0.1 V  VL=4.76 V  Î»=365.0 nm  period=240.0 s  #12,raw_data/Alisson_22_sept/It2025-09-22_12.csv,12,1758561057.4915307,Alisson_22_sept,true
101,2025-09-22,14:49:49,It,ðŸ’¡ It  Alisson68  VG=1.16 V  VDS=0.1 V  VL=0.89 V  Î»=365.0 nm  period=240.0 s  #13,raw_data/Alisson_22_sept/It2025-09-22_13.csv,13,1758563389.010859,Alisson_22_sept,true
102,2025-09-22,14:55:49,It,ðŸ’¡ It  Alisson68  VG=1.16 V  VDS=0.1 V  VL=2.77 V  Î»=365.0 nm  period=240.0 s  #14,raw_data/Alisson_22_sept/It2025-09-22_14.csv,14,1758563749.2231004,Alisson_22_sept,true
103,2025-09-22,15:01:49,It,ðŸ’¡ It  Alisson68  VG=1.16 V  VDS=0.1 V  VL=4.76 V  Î»=365.0 nm  period=240.0 s  #15,raw_data/Alisson_22_sept/It2025-09-22_15.csv,15,1758564109.467766,Alisson_22_sept,true
104,2025-09-22,15:07:49,It,ðŸ’¡ It  Alisson68  VG=1.16 V  VDS=0.1 V  VL=0.89 V  Î»=365.0 nm  period=240.0 s  #16,raw_data/Alisson_22_sept/It2025-09-22_16.csv,16,1758564469.6931489,Alisson_22_sept,true
105,2025-09-22,15:13:49,It,ðŸ’¡ It  Alisson68  VG=1.16 V  VDS=0.1 V  VL=2.77 V  Î»=365.0 nm  period=240.0 s  #17,raw_data/Alisson_22_sept/It2025-09-22_17.csv,17,1758564829.9300816,Alisson_22_sept,true
106,2025-09-22,15:19:50,It,ðŸ’¡ It  Alisson68  VG=1.16 V  VDS=0.1 V  VL=4.76 V  Î»=365.0 nm  period=240.0 s  #18,raw_data/Alisson_22_sept/It2025-09-22_18.csv,18,1758565190.2194169,Alisson_22_sept,true
107,2025-09-22,16:24:57,IVg,IVg Alisson68  VDS=0.1 V  VG:-5.0â†’5.0 (step 0.05)  #11,raw_data/Alisson_22_sept/IVg2025-09-22_11.csv,11,1758569097.4680393,Alisson_22_sept,false
